player_id,player_display_name,position,team,week,def_tackles_solo,def_tackle_assists,def_tackles_for_loss,def_fumbles_forced,def_sacks,def_qb_hits,def_interceptions,def_pass_defended,def_tds,def_fumble_recovery_opp
00-0035272,Andrew Van Ginkel,OLB,MIN,10,2,2,0,0,0.0,1,0,2,0,0
00-0035276,Blake Cashman,LB,MIN,10,4,7,0,0,0.0,0,0,0,0,0
00-0035277,Mike Jackson,CB,CAR,10,1,0,0,0,0.0,0,0,1,0,0
00-0035316,Kaden Elliss,LB,ATL,10,1,5,1,0,1.0,2,0,1,0,0
00-0035352,Tyrel Dodson,LB,MIA,10,5,4,0,0,0.0,0,0,0,0,0
00-0035357,Cam Lewis,CB,BUF,10,4,3,1,0,0.0,0,0,1,0,0
00-0035378,Andrew Wingard,SAF,JAX,10,3,6,0,0,0.0,0,0,1,0,0
00-0035402,Carl Granderson,DE,NO,10,1,0,0,0,0.0,0,0,0,0,0
00-0035413,Luke Gifford,LB,SF,10,1,0,0,0,0.0,0,0,1,0,0
00-0035525,Devin Bush,LB,CLE,10,3,2,1,0,0.0,0,0,0,0,0
00-0035625,Juan Thornhill,SAF,PIT,10,1,0,0,0,0.0,0,0,0,0,0
00-0035637,Rock Ya-Sin,CB,DET,10,1,0,0,0,0.0,0,0,1,0,0
00-0035642,Josh Hines-Allen,DE,JAX,10,1,3,0,0,0.0,1,0,0,0,0
00-0035647,Montez Sweat,DE,CHI,10,2,1,1,0,1.5,2,0,0,0,0
00-0035656,Khalen Saunders,DT,JAX,10,0,1,0,0,0.0,0,0,0,0,0
00-0035667,Greg Gaines,DT,TB,10,1,1,0,0,0.0,0,0,0,0,0
00-0035669,Nick Scott,SAF,CAR,10,4,2,0,0,0.0,0,0,0,0,0
00-0035678,Dre'Mont Jones,DE,BAL,10,0,0,0,0,0.0,2,0,0,0,0
00-0035680,Quincy Williams,LB,NYJ,10,5,3,2,0,1.0,1,0,0,0,0
00-0035683,Dexter Lawrence,DT,NYG,10,0,1,0,0,0.0,0,0,0,0,0
00-0035687,Bobby Okereke,ILB,NYG,10,1,5,0,0,0.0,0,0,0,0,0
00-0035692,Clelin Ferrell,DE,SF,10,1,0,0,0,0.0,0,0,0,0,0
00-0035697,Germaine Pratt,LB,IND,10,3,4,0,0,0.0,0,0,1,0,0
00-0035699,Jamel Dean,CB,TB,10,4,0,0,0,0.0,0,0,0,0,0
00-0035705,Jalen Thompson,DB,ARI,10,4,0,0,0,0.0,0,0,0,0,0
00-0035707,Devin White,LB,LV,10,4,3,0,0,0.0,0,0,0,0,0
00-0035713,Brian Burns,LB,NYG,10,4,1,1,0,0.0,2,0,1,0,0
00-0035757,Jacob Bobenmoyer,LS,LV,10,0,1,0,0,0.0,0,0,0,0,0
00-0035763,Malcolm Roach,DT,DEN,10,2,1,0,0,1.0,1,0,0,0,0
00-0035795,James Pierre,CB,PIT,10,2,3,0,0,0.0,0,0,2,0,0
00-0035841,Benito Jones,DT,MIA,10,1,1,0,0,0.0,0,0,0,0,0
00-0035857,Chris Williams,DT,CHI,10,1,2,0,0,0.0,0,0,0,0,0
00-0035890,Tershawn Wharton,DE,CAR,10,1,5,1,0,0.0,0,0,0,0,0
00-0035891,Cody White,WR,SEA,10,1,0,0,0,0.0,0,0,0,0,0
00-0035942,Christian Rozeboom,LB,CAR,10,2,2,0,0,0.0,0,0,0,0,0
00-0035944,Jonah Williams,DE,NO,10,0,0,0,0,0.0,1,0,0,0,0
00-0036037,Sam Franklin Jr.,SAF,BUF,10,1,0,0,0,0.0,0,0,0,0,0
00-0036087,Myles Bryant,CB,HOU,10,5,2,0,0,0.0,0,0,0,0,0
00-0036151,Bryce Huff,DE,SF,10,0,0,0,0,0.0,3,0,0,0,0
00-0036157,Kristian Welch,LB,GB,10,0,1,0,0,0.0,0,0,0,0,0
00-0036159,Joshua Uche,LB,PHI,10,0,1,0,0,0.0,0,0,0,0,0
00-0036181,Teair Tart,DT,LAC,10,0,1,0,0,0.0,0,0,0,0,0
00-0036193,Anfernee Jennings,LB,NE,10,2,1,0,0,0.0,0,0,0,0,0
00-0036220,Derrick Brown,DT,CAR,10,2,6,1,0,0.0,0,0,0,0,0
00-0036221,Brandon Jones,SAF,DEN,10,4,1,0,0,0.0,0,0,0,0,0
00-0036222,Isaiah Rodgers,CB,MIN,10,5,1,0,0,0.0,0,0,0,0,0
00-0036223,Jonathan Taylor,RB,IND,10,1,0,0,0,0.0,0,0,0,0,0
00-0036224,Jonathan Greenard,LB,MIN,10,1,1,0,0,0.0,0,0,1,0,0
00-0036231,Kyle Dugger,SAF,PIT,10,2,3,1,0,0.0,0,0,0,0,0
00-0036237,Larrell Murchison,DT,LAR,10,0,1,0,0,0.0,0,0,0,0,0
00-0036260,Javon Kinlaw,DT,WAS,10,1,1,0,0,0.0,0,0,0,0,0
00-0036262,DaVon Hamilton,DT,JAX,10,0,2,0,0,0.0,0,0,0,0,0
00-0036266,Jordan Elliott,DT,SF,10,0,3,0,0,0.0,0,0,0,0,0
00-0036280,Malik Harrison,LB,PIT,10,2,3,1,0,0.0,0,0,0,0,0
00-0036282,Grant Delpit,SAF,CLE,10,1,2,0,0,0.0,1,0,1,0,0
00-0036285,A.J. Terrell,CB,ATL,10,3,3,0,0,0.0,0,0,0,0,0
00-0036286,K'Lavon Chaisson,LB,NE,10,1,0,1,0,1.0,2,0,0,0,0
00-0036287,Noah Igbinoghene,CB,WAS,10,0,4,0,0,0.0,0,0,0,0,0
00-0036293,Jeremy Chinn,SAF,LV,10,2,7,1,0,0.0,0,0,0,0,0
00-0036298,Akeem Davis-Gaither,LB,ARI,10,1,4,1,0,0.0,0,0,0,0,0
00-0036302,Jaylinn Hawkins,SAF,NE,10,4,2,1,0,0.0,0,0,0,0,0
00-0036305,Trevis Gipson,LB,CAR,10,0,1,0,0,0.0,0,0,0,0,0
00-0036321,Chase Young,DE,NO,10,1,2,0,0,0.0,0,0,0,0,0
00-0036322,Justin Jefferson,WR,MIN,10,1,0,0,0,0.0,0,0,0,0,0
00-0036323,Patrick Queen,LB,PIT,10,2,10,0,0,0.0,0,0,0,0,0
00-0036333,Alex Highsmith,LB,PIT,10,2,0,2,0,2.0,3,0,0,0,0
00-0036335,D.J. Wonnum,LB,CAR,10,2,4,1,0,0.0,0,0,0,0,0
00-0036348,Josh Metellus,SAF,MIN,10,2,1,0,0,0.0,1,0,0,0,0
00-0036349,Kam Curl,SAF,LAR,10,3,4,0,0,0.0,0,0,0,0,0
00-0036359,Damon Arnette,CB,HOU,10,1,0,0,0,0.0,0,0,0,0,0
00-0036362,Willie Gay Jr.,LB,MIA,10,1,0,1,0,1.0,1,0,0,0,0
00-0036366,Neville Gallimore,DT,IND,10,0,1,0,0,0.0,0,0,0,0,0
00-0036375,Amik Robertson,CB,DET,10,2,0,0,0,0.0,0,0,0,0,0
00-0036380,Alohi Gilman,SAF,BAL,10,2,1,0,0,0.0,0,0,1,0,0
00-0036388,Xavier McKinney,SAF,GB,10,3,3,0,0,0.0,0,0,0,0,0
00-0036409,Jordyn Brooks,LB,MIA,10,5,6,2,1,0.0,0,0,0,0,0
00-0036411,Antoine Winfield Jr.,SAF,TB,10,1,0,1,0,0.0,0,0,1,0,0
00-0036418,Zack Baun,LB,PHI,10,5,3,0,0,0.0,0,0,0,0,0
00-0036421,Terrell Burgess,SAF,NO,10,0,1,0,0,0.0,0,0,0,0,0
00-0036422,Adam Trautman,TE,DEN,10,0,1,0,0,0.0,0,0,0,0,0
00-0036428,Justin Strnad,LB,DEN,10,0,1,0,0,0.0,0,0,0,0,0
00-0036479,Kwity Paye,DE,IND,10,0,2,0,0,0.0,0,0,0,0,0
00-0036497,Tim Jones,WR,JAX,10,0,1,0,0,0.0,0,0,0,0,0
00-0036500,Jamien Sherwood,LB,NYJ,10,4,2,0,0,0.0,0,0,1,0,0
00-0036502,Jason Pinnock,SAF,SF,10,1,1,0,0,0.0,0,0,0,0,0
00-0036504,Brandin Echols,CB,PIT,10,2,1,1,0,0.0,0,0,0,0,0
00-0036561,Keith Taylor,CB,ATL,10,4,2,0,0,0.0,0,0,0,0,0
00-0036563,Deommodore Lenoir,CB,SF,10,1,1,0,0,0.0,0,0,0,0,0
00-0036564,Talanoa Hufanga,SAF,DEN,10,5,4,1,0,1.0,1,0,0,0,0
00-0036568,Roy Lopez,DT,DET,10,3,2,2,0,0.5,1,0,0,0,0
00-0036613,Jaylen Waddle,WR,MIA,10,1,0,0,0,0.0,0,0,0,0,0
00-0036624,Alim McNeill,DT,DET,10,1,0,0,0,0.0,0,0,0,0,0
00-0036625,Benjamin St-Juste,CB,LAC,10,1,0,0,0,0.0,0,0,0,0,0
00-0036629,Camryn Bynum,SAF,IND,10,4,1,1,1,1.0,0,0,0,0,0
00-0036630,Tylan Wallace,WR,BAL,10,1,1,0,0,0.0,0,0,0,0,0
00-0036646,Simi Fehoko,WR,ARI,10,0,1,0,0,0.0,0,0,0,0,0
00-0036658,Isaiah McDuffie,LB,GB,10,2,4,0,0,0.0,0,0,0,0,0
00-0036672,Grant Stuard,LB,DET,10,1,1,0,0,0.0,0,0,0,0,0
00-0036677,Zayne Anderson,SAF,GB,10,0,1,0,0,0.0,0,0,0,0,0
00-0036683,Devon Key,SAF,DEN,10,0,1,0,0,0.0,0,0,0,0,0
00-0036711,Charles Snowden,LB,LV,10,5,1,1,0,1.0,2,0,1,0,0
00-0036727,Adam Prentice,FB,DEN,10,0,1,0,0,0.0,0,0,0,0,0
00-0036728,Curtis Robinson,LB,SF,10,2,0,0,0,0.0,0,0,0,0,0
00-0036816,Riley Patterson,K,MIA,10,1,0,0,0,0.0,0,0,0,0,0
00-0036825,Feleipe Franks,TE,ATL,10,2,1,0,0,0.0,0,0,0,0,0
00-0036841,Austin Trammell,WR,JAX,10,1,0,0,0,0.0,0,0,0,0,0
00-0036862,Ben Skowronek,WR,PIT,10,1,0,0,0,0.0,0,0,0,0,0
00-0036867,Chris Rumph II,LB,NO,10,0,2,0,0,0.0,0,0,0,0,0
00-0036876,Kylen Granson,TE,PHI,10,1,1,0,0,0.0,0,0,0,0,0
00-0036881,Jay Tufele,DT,NYJ,10,0,1,0,0,0.0,0,0,0,0,0
00-0036883,Tommy Togiai,DT,HOU,10,3,2,1,0,0.0,0,0,0,0,0
00-0036887,Luke Farrell,TE,SF,10,0,1,0,0,0.0,0,0,0,0,0
00-0036901,Eric Stokes,CB,LV,10,2,1,0,0,0.0,0,0,0,0,0
00-0036914,Greg Rousseau,LB,BUF,10,0,3,0,0,0.0,1,0,0,0,0
00-0036916,Milton Williams,DT,NE,10,0,3,1,0,0.0,1,0,0,0,0
00-0036919,Kenny Gainwell,RB,PIT,10,1,0,0,0,0.0,0,0,0,0,0
00-0036922,Patrick Johnson,LB,PHI,10,1,1,0,0,0.0,0,0,0,0,0
00-0036927,Pete Werner,LB,NO,10,3,3,1,0,0.0,0,0,0,0,0
00-0036932,Micah Parsons,LB,GB,10,1,1,0,0,0.0,0,0,0,0,0
00-0036934,Jaelan Phillips,LB,PHI,10,3,2,1,0,0.0,2,0,0,0,0
00-0036940,Odafe Oweh,LB,LAC,10,0,1,0,0,0.0,0,0,0,0,0
00-0036944,Jaycee Horn,CB,CAR,10,2,1,0,0,0.0,0,0,0,0,0
00-0036952,Jonathon Cooper,LB,DEN,10,1,1,1,0,0.5,1,0,0,0,0
00-0036956,Darren Hall,CB,ARI,10,1,0,0,0,0.0,0,0,0,0,0
00-0036962,Tre'von Moehrig,SAF,CAR,10,5,1,1,0,0.0,1,0,0,0,0
00-0036964,Derrick Barnes,LB,DET,10,0,1,0,0,0.0,0,0,0,0,0
00-0036967,Joe Tryon-Shoyinka,DE,CHI,10,0,1,0,0,0.0,0,0,0,0,0
00-0036974,Tyson Campbell,CB,CLE,10,3,2,0,0,0.0,0,0,1,0,0
00-0036981,Christian Barmore,DT,NE,10,1,0,0,0,0.0,0,0,0,0,0
00-0036986,Nahshon Wright,CB,CHI,10,3,0,0,0,0.0,0,0,1,0,0
00-0036987,Brandon Stephens,CB,NYJ,10,3,1,1,0,0.0,0,0,0,0,0
00-0036992,Elijah Molden,CB,LAC,10,4,1,0,0,0.0,0,0,0,0,0
00-0036993,Ifeatu Melifonwu,SAF,MIA,10,0,0,0,0,0.0,0,1,1,0,0
00-0036995,Baron Browning,LB,ARI,10,0,1,0,0,0.0,0,0,0,0,0
00-0036996,Greg Newsome II,CB,JAX,10,4,3,0,0,0.0,0,0,1,0,0
00-0036998,Jevon Holland,SAF,NYG,10,4,2,0,0,0.0,0,0,1,0,0
00-0037003,Chazz Surratt,LB,SEA,10,1,0,0,0,0.0,0,0,0,0,0
00-0037034,Dee Alford,CB,ATL,10,0,1,0,0,0.0,0,0,1,0,0
00-0037073,Jordan Davis,DT,PHI,10,0,3,0,0,0.0,0,0,0,0,0
00-0037074,Quay Walker,LB,GB,10,5,1,2,0,0.0,0,0,0,0,0
00-0037075,Devonte Wyatt,DT,GB,10,3,0,1,0,0.0,0,0,0,0,0
00-0037079,Riq Woolen,CB,SEA,10,2,1,0,0,0.0,0,0,2,0,0
00-0037083,Kingsley Enagbare,LB,GB,10,1,2,0,0,0.0,0,0,0,0,0
00-0037094,Jonathan Ford,DT,CHI,10,0,1,0,0,0.0,0,0,0,0,0
00-0037096,Elijah Hicks,SAF,CHI,10,1,0,0,0,0.0,0,0,0,0,0
00-0037120,Tyler Goodson,RB,IND,10,1,1,0,0,0.0,0,0,0,0,0
00-0037130,Reed Blankenship,SAF,PHI,10,2,5,0,1,0.0,0,0,0,0,0
00-0037155,Tony Adams,SAF,NYJ,10,7,1,1,0,0.0,0,0,1,0,0
00-0037190,Sauce Gardner,CB,IND,10,4,2,0,0,0.0,0,0,1,0,0
00-0037235,Travon Walker,DE,JAX,10,1,0,0,0,0.0,0,0,0,0,0
00-0037236,Aidan Hutchinson,DE,DET,10,0,0,0,0,0.0,1,0,1,0,0
00-0037237,Derek Stingley Jr.,CB,HOU,10,0,2,0,0,0.0,0,1,2,0,0
00-0037244,Devin Lloyd,LB,JAX,10,2,6,0,0,0.0,0,0,0,0,0
00-0037249,Nik Bonitto,LB,DEN,10,4,1,2,0,1.5,3,0,0,0,0
00-0037251,Alex Wright,DE,CLE,10,2,0,0,0,0.0,0,0,0,0,0
00-0037253,Marcus Jones,CB,NE,10,2,2,0,0,0.0,0,0,0,0,0
00-0037254,Terrel Bernard,LB,BUF,10,3,1,1,0,0.0,0,0,0,0,0
00-0037262,Thomas Booker,DT,LV,10,2,0,0,0,0.0,0,0,0,0,0
00-0037263,Tyler Allgeier,RB,ATL,10,0,1,0,0,0.0,0,0,0,0,0
00-0037268,Zyon McCollum,CB,TB,10,4,1,0,0,0.0,0,0,1,0,0
00-0037298,Sam Roberts,DT,ATL,10,0,1,0,0,0.0,0,0,0,0,0
00-0037304,Connor Heyward,FB,PIT,10,0,1,0,0,0.0,0,0,0,0,0
00-0037307,Ja'Sir Taylor,CB,NYJ,10,0,1,0,0,0.0,0,0,0,0,0
00-0037313,Montaric Brown,CB,JAX,10,1,2,0,0,0.0,0,0,2,0,0
00-0037318,Baylon Spector,LB,BUF,10,1,0,0,0,0.0,0,0,0,0,0
00-0037384,Ja'Quan McMillian,CB,DEN,10,2,0,0,0,0.0,0,0,0,0,0
00-0037457,Jake Hansen,LB,HOU,10,1,1,0,0,0.0,0,0,0,0,0
00-0037475,Stone Smartt,TE,NYJ,10,1,0,0,0,0.0,0,0,0,0,0
00-0037512,Isaiah Pola-Mao,SAF,LV,10,1,2,1,0,0.0,0,0,0,0,0
00-0037527,Segun Olubi,LB,IND,10,1,0,0,0,0.0,0,0,0,0,0
00-0037587,Nate Landman,LB,LAR,10,5,6,2,1,0.0,0,0,0,0,0
00-0037596,Jack Gibbens,LB,NE,10,5,5,1,0,0.0,0,0,1,0,0
00-0037602,Sam Okuayinonu,DT,SF,10,2,0,0,0,0.0,0,0,0,0,0
00-0037611,Kayvon Thibodeaux,LB,NYG,10,1,2,0,0,0.0,0,0,0,0,0
00-0037615,Nakobe Dean,LB,PHI,10,6,1,1,1,1.0,1,0,0,0,0
00-0037616,Nick Cross,SAF,IND,10,3,4,0,0,1.0,1,0,0,0,0
00-0037633,Jacob Hummel,LB,BAL,10,1,0,0,0,0.0,0,0,0,0,0
00-0037661,Ja'Marcus Ingram,CB,BUF,10,1,0,0,0,0.0,0,0,0,0,0
00-0037663,Jermaine Johnson II,DE,NYJ,10,2,2,2,0,1.0,1,0,0,0,0
00-0037664,Alec Pierce,WR,IND,10,1,0,0,0,0.0,0,0,0,0,0
00-0037740,Garrett Wilson,WR,NYJ,10,1,0,0,0,0.0,0,0,0,0,0
00-0037756,Travis Jones,DT,BAL,10,3,0,1,0,1.0,3,0,2,0,0
00-0037758,Cordale Flott,CB,NYG,10,1,1,0,0,0.0,0,0,0,0,0
00-0037799,Dondrea Tillman,LB,DEN,10,1,2,0,0,0.0,0,1,1,0,0
00-0037812,Abraham Lucas,OT,SEA,10,1,0,0,0,0.0,0,0,0,0,0
00-0037815,Cameron Thomas,DE,CLE,10,1,1,1,0,1.0,2,0,0,0,0
00-0037829,Spencer Burford,G,SF,10,1,0,0,0,0.0,0,0,0,0,0
00-0037832,Kalia Davis,DT,SF,10,1,3,1,0,0.5,1,0,0,0,0
00-0037839,Cobie Durant,CB,LAR,10,3,2,0,0,0.0,0,0,1,0,0
00-0037841,Quentin Lake,SAF,LAR,10,8,3,0,0,0.0,1,0,0,0,0
00-0038038,Kyle Hamilton,SAF,BAL,10,0,1,0,0,0.0,1,0,2,0,0
00-0038039,Jack Jones,CB,MIA,10,3,3,2,1,0.0,0,0,0,0,0
00-0038046,Charlie Kolar,TE,BAL,10,0,1,0,0,0.0,0,0,0,0,0
00-0038100,Percy Butler,SAF,WAS,10,0,1,0,0,0.0,0,0,0,0,0
00-0038106,Eyioma Uwazurike,DT,DEN,10,1,2,0,0,0.5,1,0,0,0,0
00-0038115,Daniel Bellinger,TE,NYG,10,1,0,0,0,0.0,0,0,0,0,0
00-0038116,Arnold Ebiketie,LB,ATL,10,1,2,2,0,1.0,1,0,0,0,0
00-0038121,Alontae Taylor,CB,NO,10,3,2,1,0,0.0,0,1,1,0,0
00-0038123,Dane Belton,SAF,NYG,10,2,1,0,0,0.0,0,0,0,0,0
00-0038127,Logan Hall,DE,TB,10,1,0,0,0,0.0,1,0,0,0,0
00-0038133,Boye Mafe,DE,SEA,10,1,1,1,0,1.0,1,0,0,0,0
00-0038135,Jaquan Brisker,SAF,CHI,10,1,4,0,0,0.0,0,0,1,0,0
00-0038136,Coby Bryant,CB,SEA,10,1,5,0,0,0.0,0,0,1,0,0
00-0038142,David Ojabo,LB,BAL,10,0,1,0,0,0.0,0,0,0,0,0
00-0038381,Kyu Blu Kelly,CB,LV,10,0,1,0,0,0.0,0,2,2,0,0
00-0038386,Jalen Carter,DT,PHI,10,2,1,0,0,0.0,0,0,2,0,0
00-0038387,Colby Wooden,DE,GB,10,3,2,1,0,0.0,0,0,0,0,0
00-0038390,Noah Sewell,LB,CHI,10,2,3,1,0,0.0,0,0,0,0,0
00-0038398,Karl Brooks,DT,GB,10,2,1,0,0,0.0,0,0,0,0,0
00-0038399,Zaire Barnes,LB,NYG,10,2,0,0,0,0.0,0,0,0,0,0
00-0038401,Jarrick Bernard-Converse,CB,NYG,10,0,1,0,0,0.0,0,0,0,0,0
00-0038407,Jaylon Jones,DB,IND,10,2,0,0,0,0.0,0,0,1,0,0
00-0038408,Carrington Valentine,DB,GB,10,1,0,0,0,0.0,0,0,1,0,0
00-0038412,Moro Ojomo,DT,PHI,10,0,0,0,0,0.0,2,0,0,0,0
00-0038414,Kendall Williamson,SAF,LAC,10,1,0,0,0,0.0,0,0,0,0,0
00-0038488,Brady Russell,RB,SEA,10,0,2,0,0,0.0,0,0,0,0,0
00-0038493,Claudin Cherelus,LB,CAR,10,1,2,0,0,0.0,0,0,0,0,0
00-0038504,Trenton Simpson,LB,BAL,10,0,2,0,0,0.0,0,0,0,0,0
00-0038541,Tyree Wilson,DE,LV,10,1,1,0,0,0.0,0,0,0,0,0
00-0038552,Riley Moss,CB,DEN,10,4,1,0,0,0.0,0,0,0,0,0
00-0038553,Daiyan Henley,LB,LAC,10,5,1,0,0,0.0,0,0,0,0,0
00-0038554,Ji'Ayir Brown,SAF,SF,10,3,7,0,0,0.0,0,0,1,0,0
00-0038557,Dorian Williams,LB,BUF,10,0,1,0,0,0.0,0,0,0,0,0
00-0038565,Mekhi Blackmon,DB,IND,10,1,1,1,0,0.0,0,0,0,0,0
00-0038570,Ventrell Miller,LB,JAX,10,0,1,0,1,0.0,0,0,0,0,0
00-0038574,Isaiah McGuire,DE,CLE,10,2,0,1,0,0.0,0,0,0,0,0
00-0038577,Nick Herbig,LB,PIT,10,2,1,2,0,1.0,1,0,0,0,0
00-0038578,Jay Ward,SAF,MIN,10,0,1,0,0,0.0,0,0,0,0,0
00-0038580,Yasir Abdullah,LB,JAX,10,1,0,0,0,0.0,0,0,0,0,0
00-0038591,Mike Morris,DE,SEA,10,0,2,0,0,0.0,0,0,0,0,0
00-0038596,Antonio Johnson,SAF,JAX,10,3,3,1,0,1.0,0,0,1,0,0
00-0038599,Henry To'oTo'o,LB,HOU,10,2,2,1,0,0.5,1,0,1,0,0
00-0038603,Robert Beal Jr.,DE,SF,10,0,4,0,0,0.0,0,0,0,0,0
00-0038605,JL Skinner,SAF,DEN,10,1,0,0,0,0.0,0,0,0,0,0
00-0038623,Dante Stills,DT,ARI,10,3,0,1,0,0.0,0,0,0,0,0
00-0038625,Dee Winters,LB,SF,10,4,3,1,0,0.0,2,0,0,0,0
00-0038628,DeMarcco Hellams,SAF,ATL,10,1,0,0,0,0.0,0,0,0,0,0
00-0038645,Spencer Anderson,G,PIT,10,1,0,0,0,0.0,0,0,0,0,0
00-0038653,Cory Durden,DT,NE,10,0,3,0,0,0.0,0,0,0,0,0
00-0038660,Trevor Nowaske,LB,DET,10,0,1,0,0,0.0,0,0,0,0,0
00-0038684,Ethan Bonner,CB,MIA,10,0,1,0,0,0.0,0,0,0,0,0
00-0038685,Chris Brooks,RB,GB,10,1,0,0,0,0.0,0,0,0,0,0
00-0038710,Blake Whiteheart,TE,CLE,10,0,3,0,0,0.0,0,0,0,0,0
00-0038711,Mohamoud Diabate,LB,CLE,10,0,3,0,0,0.0,0,0,0,0,0
00-0038715,Ronnie Hickman Jr.,SAF,CLE,10,2,2,0,0,0.0,0,1,1,0,0
00-0038742,Tyrus Wheat,DE,DET,10,0,1,0,0,0.0,0,0,0,0,0
00-0038764,Patrick O'Connell,LB,SEA,10,1,3,0,0,0.0,0,0,0,0,0
00-0038765,Ty Okada,SAF,SEA,10,5,2,0,0,0.0,0,0,1,0,0
00-0038778,Jalen Redmond,DL,MIN,10,5,3,0,0,0.0,0,0,0,0,0
00-0038791,Thomas Incoom,LB,CAR,10,0,1,0,0,0.0,0,0,0,0,0
00-0038795,PJ Mustipher,DT,ARI,10,0,2,0,0,0.0,0,0,0,0,0
00-0038807,Ivan Pace Jr.,LB,MIN,10,0,3,0,0,0.0,1,0,0,0,0
00-0038823,Kaevon Merriweather,SAF,TB,10,0,1,0,0,0.0,0,0,0,0,0
00-0038824,Ryan Miller,WR,TB,10,1,0,0,0,0.0,0,0,0,0,0
00-0038922,Drake Thomas,LB,SEA,10,4,3,2,0,0.0,0,0,0,0,0
00-0038940,Tyler Lacy,DE,DET,10,1,4,0,0,0.0,0,0,0,0,0
00-0038966,Natrone Brooks,DB,ATL,10,1,0,0,0,0.0,0,0,0,0,0
00-0038978,Byron Young,DT,PHI,10,0,0,1,0,0.0,0,0,0,0,0
00-0038980,Zach Harrison,DE,ATL,10,1,4,1,1,1.0,1,0,0,0,0
00-0038984,Kei'Trel Clark,CB,ARI,10,2,1,0,1,0.0,0,0,0,0,0
00-0038995,Bryan Bresee,DT,NO,10,2,2,0,0,0.0,0,0,0,0,0
00-0039000,Deonte Banks,CB,NYG,10,3,2,0,0,0.0,0,0,0,0,0
00-0039007,Garrett Williams,CB,ARI,10,3,3,0,0,0.0,0,0,0,0,0
00-0039009,Dylan Horton,DE,HOU,10,1,0,0,0,0.0,0,0,0,0,0
00-0039013,Nolan Smith,LB,PHI,10,2,0,0,0,1.0,2,0,0,0,0
00-0039018,Jack Campbell,LB,DET,10,4,5,0,0,0.0,1,0,0,0,0
00-0039031,Adetomiwa Adebawore,DT,IND,10,1,4,0,0,0.0,0,0,0,0,0
00-0039041,Elijah Higgins,TE,ARI,10,1,1,0,0,0.0,0,0,0,0,0
00-0039047,Derick Hall,LB,SEA,10,0,1,0,0,0.0,1,0,0,0,0
00-0039049,SirVocea Dennis,LB,TB,10,1,0,0,0,0.0,0,0,1,0,0
00-0039051,Josh Hayes,DB,TB,10,0,1,0,0,0.0,0,0,0,0,0
00-0039054,Marte Mapu,LB,NE,10,1,0,0,0,0.0,0,0,0,0,0
00-0039066,Michael Mayer,TE,LV,10,2,0,0,0,0.0,0,0,0,0,0
00-0039068,Yaya Diaby,LB,TB,10,1,2,0,0,0.0,1,0,0,0,0
00-0039070,Gervon Dexter Sr.,DT,CHI,10,1,3,0,0,0.5,1,0,0,0,0
00-0039071,Tyrique Stevenson,CB,CHI,10,4,2,0,0,0.0,0,0,1,0,0
00-0039108,Will Anderson Jr.,DE,HOU,10,2,0,1,1,1.0,1,0,1,0,0
00-0039110,Keeanu Benton,DT,PIT,10,3,4,2,0,1.0,2,0,0,0,0
00-0039111,Tuli Tuipulotu,LB,LAC,10,2,0,1,0,1.0,1,0,0,0,0
00-0039137,Byron Young,LB,LAR,10,3,1,0,0,0.0,0,0,0,0,0
00-0039138,Kobie Turner,DE,LAR,10,0,1,0,0,0.0,0,0,0,0,0
00-0039141,Brian Branch,CB,DET,10,4,3,1,0,1.5,2,0,0,0,0
00-0039142,Will McDonald IV,DE,NYJ,10,4,1,4,0,4.0,5,0,0,0,0
00-0039147,Christian Gonzalez,CB,NE,10,5,4,0,0,0.0,0,0,1,0,0
00-0039148,Keion White,DE,SF,10,0,1,0,0,0.5,1,0,0,0,0
00-0039149,Quan Martin,SAF,WAS,10,3,6,0,0,0.0,0,0,0,0,0
00-0039151,Emmanuel Forbes,CB,LAR,10,0,0,0,0,0.0,0,1,2,0,0
00-0039156,Julius Brents,CB,MIA,10,5,0,0,0,0.0,0,0,1,0,0
00-0039167,Joey Porter Jr.,CB,PIT,10,0,0,0,0,0.0,0,0,1,0,0
00-0039169,Devon Witherspoon,CB,SEA,10,3,1,0,0,0.0,0,0,0,0,0
00-0039172,Jake Bates,K,DET,10,1,0,0,0,0.0,0,0,0,0,0
00-0039176,Basil Okoye,DT,BAL,10,1,1,1,0,0.0,0,0,1,0,0
00-0039232,Nate Wiggins,CB,BAL,10,6,1,0,0,0.0,0,0,1,0,0
00-0039284,Braiden McGregor,DE,NYJ,10,1,0,0,0,0.0,0,0,0,0,0
00-0039299,George Holani,RB,SEA,10,1,0,0,0,0.0,0,0,0,0,0
00-0039340,Laiatu Latu,DE,IND,10,2,1,0,0,0.0,0,0,0,0,0
00-0039343,Kamari Lassiter,CB,HOU,10,2,0,0,0,0.0,0,0,1,0,0
00-0039345,Renardo Green,CB,SF,10,3,2,0,0,0.0,0,0,1,0,0
00-0039347,Trevin Wallace,LB,CAR,10,3,1,1,0,1.0,1,0,0,0,0
00-0039353,Jarrian Jones,CB,JAX,10,3,0,2,0,0.0,0,1,2,0,0
00-0039356,Ja'Tavion Sanders,TE,CAR,10,0,1,0,0,0.0,0,0,0,0,0
00-0039360,Malik Mustapha,SAF,SF,10,4,4,0,0,0.0,0,0,0,0,0
00-0039368,Jordan Magee,LB,WAS,10,0,3,0,0,0.0,0,0,0,0,0
