team,season,position,depth_order,player_name,gsis_id,jersey_number,side,GP,fantasy_pts
WAS,2026,DB,2,Nick Cross,00-0037616,0,defense,0,0.0
WAS,2026,DB,3,Jeremy Reaves,00-0034465,0,defense,0,0.0
WAS,2026,DB,4,Mike Sainristil,00-0039898,0,defense,0,0.0
WAS,2026,DB,5,Amik Robertson,00-0036375,0,defense,0,0.0
WAS,2026,DB,6,Trey Amos,00-0040731,0,defense,0,0.0
WAS,2026,DB,7,Tyler Owens,00-0039681,0,defense,0,0.0
WAS,2026,DB,8,Quan Martin,00-0039149,0,defense,0,0.0
WAS,2026,DB,9,Fabian Moreau,00-0033918,0,defense,0,0.0
WAS,2026,DB,10,Percy Butler,00-0038100,0,defense,0,0.0
WAS,2026,DB,11,Isaac Yiadom,00-0034780,0,defense,0,0.0
WAS,2026,DL,1,Tim Settle,00-0034397,0,defense,0,0.0
WAS,2026,DL,2,Daron Payne,00-0034333,0,defense,0,0.0
WAS,2026,DL,3,Javon Kinlaw,00-0036260,0,defense,0,0.0
WAS,2026,DL,4,Shy Tuttle,00-0035409,0,defense,0,0.0
WAS,2026,DL,5,Charles Omenihu,00-0035279,0,defense,0,0.0
WAS,2026,DL,6,Jer'Zhan Newton,00-0039906,0,defense,0,0.0
WAS,2026,DL,7,Deatrich Wise Jr.,00-0033947,0,defense,0,0.0
WAS,2026,LB,1,Odafe Oweh,00-0036940,0,defense,0,0.0
WAS,2026,LB,2,Frankie Luvu,00-0034302,0,defense,0,0.0
WAS,2026,LB,3,Sonny Styles,00-0041028,0,defense,0,0.0
WAS,2026,LB,4,Dorance Armstrong,00-0034373,0,defense,0,0.0
WAS,2026,LB,5,Joshua Josephs,00-0041074,0,defense,0,0.0
WAS,2026,LB,6,Kain Medrano,00-0040216,0,defense,0,0.0
WAS,2026,LB,7,Leo Chenal,00-0037819,0,defense,0,0.0
WAS,2026,LB,8,K'Lavon Chaisson,00-0036286,0,defense,0,0.0
WAS,2026,LB,9,Jordan Magee,00-0039368,0,defense,0,0.0
WAS,2026,LB,10,Javontae Jean-Baptiste,00-0039412,0,defense,0,0.0
WAS,2026,QB,1,Jayden Daniels,00-0039910,0,offense,7,114.3
WAS,2026,QB,2,Marcus Mariota,00-0032268,0,offense,10,125.5
WAS,2026,QB,3,Athan Kaliakmanis,00-0041117,0,offense,0,0.0
WAS,2026,RB,1,Jacory Croskey-Merritt,00-0040242,0,offense,17,140.3
WAS,2026,RB,2,Rachaad White,00-0037256,0,offense,17,143.0
WAS,2026,RB,3,Kaytron Allen,00-0041096,0,offense,0,0.0
WAS,2026,RB,4,Jeremy McNichols,00-0033955,0,offense,15,70.7
WAS,2026,TE,1,Chig Okonkwo,00-0037809,0,offense,16,124.0
WAS,2026,TE,2,Ben Sinnott,00-0039912,0,offense,8,28.4
WAS,2026,TE,3,John Bates,00-0036628,0,offense,8,27.3
WAS,2026,TE,4,Colson Yankoff,00-0039686,0,offense,2,3.8
WAS,2026,WR,1,Terry McLaurin,00-0035659,0,offense,10,114.2
WAS,2026,WR,2,Stefon Diggs,00-0031588,0,offense,17,210.3
WAS,2026,WR,3,Antonio Williams,00-0041040,0,offense,0,0.0
WAS,2026,WR,4,Dyami Brown,00-0036626,0,offense,9,49.7
WAS,2026,WR,5,Treylon Burks,00-0037742,0,offense,6,29.0
WAS,2026,WR,6,Jaylin Lane,00-0040164,0,offense,9,37.4
WAS,2026,WR,7,Luke McCaffrey,00-0039355,0,offense,6,49.3
